Ortholog_Group_ID,Dananassae_Gene,Dananassae_Chromosome,Dananassae_Start,Dananassae_Strand,Dsimulans_Gene,Dsimulans_Chromosome,Dsimulans_Start,Dsimulans_Strand,Dyakuba_Gene,Dyakuba_Chromosome,Dyakuba_Start,Dyakuba_Strand,Dsuzukii_Gene,Dsuzukii_Chromosome,Dsuzukii_Start,Dsuzukii_Strand,Dmiranda_Gene,Dmiranda_Chromosome,Dmiranda_Start,Dmiranda_Strand,Dmauritiana_Gene,Dmauritiana_Chromosome,Dmauritiana_Start,Dmauritiana_Strand,Dsechellia_Gene,Dsechellia_Chromosome,Dsechellia_Start,Dsechellia_Strand,Dsantomea_Gene,Dsantomea_Chromosome,Dsantomea_Start,Dsantomea_Strand,Dmelanogaster_Gene,Dmelanogaster_Chromosome,Dmelanogaster_Start,Dmelanogaster_Strand
33203at7215,LOC6494754,NC_057929.1,7565952,-,LOC6735705,NC_052521.2,19581713,+,LOC6531627,NC_052528.2,20749159,+,LOC108008114,NW_023496807.1,13849855,-,LOC108159857,NC_046676.1,22840300,+,LOC117135975,NC_046668.1,20741928,+,LOC6615530,NC_045950.1,18445845,+,LOC120444595,NC_053017.2,10342817,-,ppk12,NT_033778.4,22427479,+
33289at7215,LOC6495868,NC_057929.1,7665657,+,LOC27206189,NC_052521.2,19486882,+,LOC6531609,NC_052528.2,20652361,-,LOC108008456,NW_023496807.1,13975368,+,LOC108159056,NC_046676.1,22742449,-,LOC117138378,NC_046668.1,20644511,-,LOC6615512,NC_045950.1,18350281,-,LOC120446952,NC_053017.2,10439478,+,T3dh,NT_033778.4,22329726,-
33733at7215,LOC6494248,NC_057929.1,14493520,-,LOC6736032,NC_052521.2,21315076,+,LOC6532012,NC_052528.2,22738528,+,LOC108009811,NW_023496807.1,11983093,+,LOC108158935,NC_046676.1,24045941,-,LOC117136114,NC_046668.1,22474675,+,LOC6613046,NC_045950.1,20166432,+,LOC120445353,NC_053017.2,21553309,+,Dmel\CG3356,NT_033778.4,24197824,+
33874at7215,LOC6495657,NC_057929.1,5094789,+,LOC6735533,NC_052521.2,18483252,+,LOC6530648,NC_052528.2,14606570,-,LOC108009310,NW_023496807.1,12606571,-,LOC108159067,NC_046676.1,12013878,-,LOC117135487,NC_046668.1,19623964,+,LOC6615352,NC_045950.1,17352125,+,LOC120445010,NC_053017.2,11483286,-,Dmel\CG9485,NT_033778.4,21312399,+
34183at7215,LOC6493947,NC_057929.1,18396000,-,LOC6733916,NC_052521.2,8157283,-,LOC6529355,NC_052528.2,4981559,+,LOC108009518,NW_023496807.1,6709825,+,LOC108159482,NC_046676.1,20117343,-,LOC117137617,NC_046668.1,9308999,-,LOC6608568,NC_045950.1,7019509,-,LOC120446221,NC_053017.2,3931397,+,Dmel\CG12344,NT_033778.4,10827430,-
34198at7215,LOC6495370,NC_057929.1,584446,+,LOC6739376,NC_052521.2,8234948,+,LOC6529340,NC_052528.2,4904787,-,LOC108008800,NW_023496807.1,8765285,-,LOC108158292,NC_046676.1,24403023,-,LOC117136821,NC_046668.1,9384857,+,LOC6608583,NC_045950.1,7097734,+,LOC120445449,NC_053017.2,3858215,-,polyph,NT_033778.4,10903570,+
34337at7215,LOC6496409,NC_057929.1,15589939,+,LOC6734704,NC_052521.2,13354048,-,LOC6531480,NC_052528.2,19666783,+,LOC108008292,NW_023496807.1,4148723,-,LOC108160574,NC_046676.1,24073113,-,LOC117138594,NC_046668.1,14485161,-,LOC6609373,NC_045950.1,12183117,-,LOC120445362,NC_053017.2,16521157,+,Ric,NT_033778.4,16107440,-
34458at7215,LOC6496352,NC_057929.1,14930567,+,LOC6734538,NC_052521.2,12036208,-,LOC6530439,NC_052528.2,13178248,-,LOC108009877,NW_023496807.1,9258701,+,LOC108159397,NC_046676.1,10241767,+,LOC117137938,NC_046668.1,13174920,-,LOC6609205,NC_045950.1,10859596,-,LOC120447085,NC_053017.2,17869375,+,Spred,NT_033778.4,14759646,-
34994at7215,LOC6494952,NC_057929.1,5300964,-,LOC6735568,NC_052521.2,18659496,-,LOC6530619,NC_052528.2,14408078,+,LOC108008370,NW_023496807.1,12389700,+,LOC108159747,NC_046676.1,21966890,+,LOC117138680,NC_046668.1,19810345,-,LOC6615384,NC_045950.1,17524390,-,LOC120444464,NC_053017.2,11302598,+,Fkbp14,NT_033778.4,21487167,-
35524at7215,LOC6494136,NC_057929.1,15739827,-,LOC6739457,NC_052521.2,13538802,-,LOC6531429,NC_052528.2,19485103,+,LOC108008416,NW_023496807.1,3974582,+,LOC108159146,NC_046676.1,11731653,-,LOC117136192,NC_046668.1,14670172,-,LOC6609425,NC_045950.1,12373130,-,LOC120445657,NC_053017.2,16338268,+,CYC4,NT_033778.4,16292264,-
36462at7215,LOC6496616,NC_057929.1,18447495,+,LOC6733920,NC_052521.2,8206707,+,LOC6529350,NC_052528.2,4933786,-,LOC108010043,NW_023496807.1,6660777,-,LOC108160079,NC_046676.1,16734217,-,LOC117136511,NC_046668.1,9356717,+,LOC6608573,NC_045950.1,7067186,+,LOC120445417,NC_053017.2,3887227,-,nclb,NT_033778.4,10875748,+
36861at7215,LOC6495467,NC_057929.1,2189767,+,LOC6735682,NC_052521.2,19371017,+,LOC6531597,NC_052528.2,20530875,+,LOC108010042,NW_023496807.1,14112344,-,LOC108160026,NC_046676.1,22607164,+,LOC117136356,NC_046668.1,20528191,+,LOC6615502,NC_045950.1,18234255,+,LOC120445005,NC_053017.2,10581143,-,ari-2,NT_033778.4,22212835,+
36872at7215,LOC6496059,NC_057929.1,10565007,+,LOC6735023,NC_052521.2,15116701,-,LOC6531176,NC_052528.2,18073157,+,LOC108009336,NW_023496807.1,4629916,+,LOC108160538,NC_046676.1,9168360,+,LOC117136562,NC_046668.1,16253384,-,LOC6609708,NC_045950.1,13999793,-,LOC120444369,NC_053017.2,14932601,+,PPO1,NT_033778.4,17887220,-
37104at7215,LOC6494908,NC_057929.1,5809748,-,LOC6735976,NC_052521.2,21086044,-,LOC6531935,NC_052528.2,22507146,-,LOC108010063,NW_023496807.1,11724968,-,LOC117187716,NC_046676.1,6145624,-,LOC117135740,NC_046668.1,22245401,-,LOC6615813,NC_045950.1,19935947,-,LOC120444655,NC_053017.2,21320835,-,Dmel\CG3803,NT_033778.4,23952513,-
37410at7215,LOC6495144,NC_057929.1,2663575,-,LOC27206325,NC_052521.2,9454169,+,LOC6530187,NC_052528.2,11501854,-,LOC108009104,NW_023496807.1,11071978,+,LOC108159530,NC_046676.1,3913319,+,LOC117137225,NC_046668.1,10582749,+,LOC6608761,NC_045950.1,8302447,+,LOC120444974,NC_053017.2,19530741,+,Hen1,NT_033778.4,12145710,+
37524at7215,LOC6495578,NC_057929.1,3778521,+,LOC6735467,NC_052521.2,18157426,-,LOC6530719,NC_052528.2,14940055,+,LOC108008574,NW_023496807.1,8345283,-,LOC108158356,NC_046676.1,18580066,+,LOC117138173,NC_046668.1,19300172,-,LOC6615280,NC_045950.1,17032558,-,LOC120445033,NC_053017.2,11818280,+,dgt3,NT_033778.4,20992276,-
38689at7215,LOC26514518,NC_057929.1,8348290,+,LOC27207542,NC_052521.2,20835992,+,LOC26535829,NC_052528.2,22245150,+,LOC108009454,NW_023496807.1,5964524,+,LOC108158681,NC_046676.1,18092908,+,LOC117138407,NC_046668.1,21995975,+,LOC116800508,NC_045950.1,19685634,+,LOC120445433,NC_053017.2,21065222,+,angel,NT_033778.4,23694003,+
38749at7215,LOC6496199,NC_057929.1,12325263,+,LOC6736167,NC_052521.2,22088247,+,LOC6532156,NC_052528.2,23529235,+,LOC108008298,NW_023496807.1,376696,-,LOC108158556,NC_046676.1,14074612,-,LOC117137807,NC_046668.1,23265453,+,LOC6618919,NC_045950.1,20928443,+,LOC120446691,NC_053017.2,22344209,+,Dmel\CG3829,NT_033778.4,24986044,+
38859at7215,LOC6494921,NC_057929.1,5722029,-,LOC6734160,NC_052521.2,9744420,-,LOC6530106,NC_052528.2,11203771,+,LOC108008172,NW_023496807.1,8871092,+,LOC108158154,NC_046676.1,6178228,-,LOC117135795,NC_046668.1,10875804,-,LOC6608844,NC_045950.1,8587673,-,LOC120444770,NC_053017.2,10108291,+,Dmel\CG13154,NT_033778.4,12426883,-
39051at7215,LOC6494539,NC_057929.1,10658931,-,LOC6735010,NC_052521.2,15020010,+,LOC6531188,NC_052528.2,18171313,-,LOC108008316,NW_023496807.1,4745678,-,LOC108159492,NC_046676.1,19542366,-,LOC117135888,NC_046668.1,16157065,+,LOC6609697,NC_045950.1,13903156,+,LOC120444754,NC_053017.2,15030251,-,CG5033,NT_033778.4,17789679,+
39358at7215,LOC6495129,NC_057929.1,2873874,-,LOC6735063,NC_052521.2,15385109,-,LOC6531134,NC_052528.2,17799685,+,LOC108006188,NW_023496807.1,4296532,+,LOC108159735,NC_046676.1,8738262,+,LOC117138401,NC_046668.1,16521806,-,LOC6609747,NC_045950.1,14271861,-,LOC120446999,NC_053017.2,14657139,+,Nup75,NT_033778.4,18164694,-
3953at7215,LOC6494720,NC_057929.1,8023428,-,LOC6735865,NC_052521.2,20535850,+,LOC6531818,NC_052528.2,21923132,+,LOC108009035,NW_023496807.1,5562768,-,LOC108160535,NC_046676.1,23161514,+,LOC117138557,NC_046668.1,21697658,+,LOC6615702,NC_045950.1,19388483,+,LOC120444552,NC_053017.2,20757059,+,yellow-d2,NT_033778.4,23381197,+
40326at7215,LOC6494249,NC_057929.1,14444490,-,LOC6736036,NC_052521.2,21362559,+,LOC6532015,NC_052528.2,22788285,+,LOC108010294,NW_023496807.1,12040672,+,LOC108160904,NC_046676.1,23994868,-,LOC117137090,NC_046668.1,22518806,+,LOC6618940,NC_045950.1,20210487,+,LOC120446207,NC_053017.2,21599832,+,nord,NT_033778.4,24243255,+
40649at7215,LOC6495865,NC_057929.1,7583900,+,LOC6735698,NC_052521.2,19564198,-,LOC6531620,NC_052528.2,20732042,-,LOC108008320,NW_023496807.1,13877099,+,LOC108159698,NC_046676.1,22819960,-,LOC117135991,NC_046668.1,20724118,-,LOC6615523,NC_045950.1,18427326,-,LOC120446135,NC_053017.2,10360467,+,qkr58E-3,NT_033778.4,22409208,-
41156at7215,LOC6495369,NC_057929.1,574115,+,LOC6734179,NC_052521.2,9829891,+,LOC6530091,NC_052528.2,11121594,-,LOC108010081,NW_023496807.1,8781197,-,LOC108159231,NC_046676.1,18749046,-,LOC117136158,NC_046668.1,10961500,+,LOC6608861,NC_045950.1,8673317,+,LOC120445105,NC_053017.2,10026070,-,Dmel\CG13151,NT_033778.4,12515375,+
41481at7215,LOC6495748,NC_057929.1,5977945,+,LOC27208918,NC_052521.2,11433245,-,LOC6530337,NC_052528.2,12578129,-,LOC108010193,NW_023496807.1,9933825,+,LOC108159791,NC_046676.1,13200340,+,LOC117136373,NC_046668.1,12566625,-,LOC6609093,NC_045950.1,10256093,-,LOC120445371,NC_053017.2,18470151,+,CysRS-m,NT_033778.4,14159096,-
41512at7215,LOC6496012,NC_057929.1,9838891,+,LOC6735302,NC_052521.2,16900968,-,LOC6530897,NC_052528.2,16253487,+,LOC108008859,NW_023496807.1,14621741,-,LOC108160983,NC_046676.1,16175391,+,LOC117137613,NC_046668.1,18037347,-,LOC6609988,NC_045950.1,15779529,-,LOC120445823,NC_053017.2,13109861,+,Obp56b,NT_033778.4,19698714,-
41558at7215,LOC6494208,NC_057929.1,14921856,-,LOC6734932,NC_052521.2,14771889,+,LOC6531265,NC_052528.2,18422860,-,LOC108009057,NW_023496807.1,552639,-,LOC108159398,NC_046676.1,10233106,-,LOC117135588,NC_046668.1,15908428,+,LOC6609621,NC_045950.1,13654713,+,LOC120444724,NC_053017.2,15282415,-,Cc2d2a,NT_033778.4,17539322,+
41566at7215,LOC6495609,NC_057929.1,4283559,+,LOC6734727,NC_052521.2,13446049,-,LOC6531458,NC_052528.2,19573009,+,LOC108009096,NW_023496807.1,4247744,-,LOC108159860,NC_046676.1,11206709,+,LOC117138245,NC_046668.1,14577012,-,LOC6609395,NC_045950.1,12280321,-,LOC120445765,NC_053017.2,16427842,+,Shark,NT_033778.4,16199426,-
41798at7215,LOC6496377,NC_057929.1,15220047,+,LOC6735762,NC_052521.2,19961245,+,LOC6531334,NC_052528.2,18840219,+,LOC108010258,NW_023496807.1,13371198,-,LOC108160829,NC_046676.1,11473019,-,LOC117137355,NC_046668.1,21131987,+,LOC6615598,NC_045950.1,18822854,+,LOC120446352,NC_053017.2,15691324,+,stl,NT_033778.4,22807860,+
42269at7215,LOC6494114,NC_057929.1,16039955,-,LOC6736059,NC_052521.2,21550535,-,LOC6532041,NC_052528.2,22973177,-,LOC108008799,NW_023496807.1,5495038,+,LOC108158318,NC_046676.1,23814321,+,LOC117136820,NC_046668.1,22702298,-,LOC6618807,NC_045950.1,20392237,-,LOC120446840,NC_053017.2,21784738,-,Pgam5-2,NT_033778.4,24431344,-
42781at7215,LOC6494188,NC_057929.1,15262231,-,LOC6735775,NC_052521.2,20007570,-,LOC6531727,NC_052528.2,21393752,-,LOC108010119,NW_023496807.1,13314170,+,LOC108160641,NC_046676.1,18638885,+,LOC117137252,NC_046668.1,21176194,-,LOC6615611,NC_045950.1,18867896,-,LOC120445999,NC_053017.2,20227781,-,inaD,NT_033778.4,22855688,-
42793at7215,LOC6495190,NC_057929.1,2066778,-,LOC6735251,NC_052521.2,16600211,+,LOC6530953,NC_052528.2,16564337,-,LOC108009764,NW_023496807.1,14261298,+,LOC108158601,NC_046676.1,13155545,+,LOC117136766,NC_046668.1,17736150,+,LOC6609930,NC_045950.1,15471132,+,LOC120444817,NC_053017.2,13425698,-,Dmel\CG11257,NT_033778.4,19390128,+
434at7215,LOC6494958,NC_057929.1,5133943,-,LOC6735557,NC_052521.2,18517161,-,LOC6530629,NC_052528.2,14576979,+,LOC108008822,NW_023496807.1,12572161,+,LOC108158299,NC_046676.1,24911075,+,LOC117136952,NC_046668.1,19657725,-,LOC6615373,NC_045950.1,17385588,-,LOC120446037,NC_053017.2,11454671,+,Agr-like,NT_033778.4,21346875,-
43786at7215,LOC6496092,NC_057929.1,11027599,+,LOC6734497,NC_052521.2,11866361,+,LOC6530401,NC_052528.2,13000585,+,LOC108008704,NW_023496807.1,9460562,-,LOC108161002,NC_046676.1,10438604,-,LOC117136131,NC_046668.1,12996590,+,LOC6609161,NC_045950.1,10689780,+,LOC120446045,NC_053017.2,18046841,-,Dmel\CG12869,NT_033778.4,14591203,+
44007at7215,LOC6496115,NC_057929.1,11285656,+,LOC6735637,NC_052521.2,19018585,+,LOC6530552,NC_052528.2,14049762,-,LOC108008938,NW_023496807.1,1440672,-,LOC108158016,NC_046676.1,22344374,-,LOC117136707,NC_046668.1,20169087,+,LOC6615452,NC_045950.1,17885285,+,LOC120445664,NC_053017.2,10947169,-,SP20,NT_033778.4,21860825,+
44167at7215,LOC6494474,NC_057929.1,11259527,-,LOC6735633,NC_052521.2,18993234,-,LOC6530556,NC_052528.2,14076506,+,LOC108008689,NW_023496807.1,1471209,+,LOC108158240,NC_046676.1,22367976,+,LOC117136978,NC_046668.1,20143817,-,LOC6615448,NC_045950.1,17859981,-,LOC120446524,NC_053017.2,10973700,+,Dmel\CG4377,NT_033778.4,21835448,-
44206at7215,LOC6494666,NC_057929.1,8730109,-,LOC6734053,NC_052521.2,9178035,-,LOC6530224,NC_052528.2,11770983,+,LOC108009219,NW_023496807.1,10758076,-,LOC108158696,NC_046676.1,19032073,+,LOC117137865,NC_046668.1,10307331,-,LOC6608722,NC_045950.1,8027545,-,LOC120445327,NC_053017.2,19252055,-,Dmel\CG13185,NT_033778.4,11867876,-
44521at7215,LOC6494297,NC_057929.1,13840538,-,LOC6734857,NC_052521.2,14287212,+,LOC6531696,NC_052528.2,21216710,-,LOC108009117,NW_023496807.1,1096600,-,LOC108159222,NC_046676.1,22897187,+,LOC117138144,NC_046668.1,15431679,+,LOC6609541,NC_045950.1,13138696,+,LOC120445749,NC_053017.2,20054995,-,SmydA-6,NT_033778.4,17046839,+
44829at7215,LOC6494143,NC_057929.1,15686103,-,LOC6734737,NC_052521.2,13489693,-,LOC6531444,NC_052528.2,19514859,+,LOC108010323,NW_023496807.1,4006870,+,LOC108160878,NC_046676.1,11677815,-,LOC117137784,NC_046668.1,14620969,-,LOC6609409,NC_045950.1,12324085,-,LOC120446353,NC_053017.2,16368612,+,CngA,NT_033778.4,16243145,-
44848at7215,LOC6494515,NC_057929.1,10884638,-,LOC6739484,NC_052521.2,19332232,+,LOC6531585,NC_052528.2,20491924,+,LOC108009689,NW_023496807.1,3610847,+,LOC108159568,NC_046676.1,24767980,-,LOC117138626,NC_046668.1,20490102,+,LOC6615491,NC_045950.1,18196291,+,LOC120446285,NC_053017.2,10622125,-,Dmel\CG6758,NT_033778.4,22174922,+
44972at7215,LOC6494840,NC_057929.1,6613785,-,LOC6734263,NC_052521.2,10443263,-,LOC6530010,NC_052528.2,10503904,+,LOC108009051,NW_023496807.1,10227427,-,LOC108158462,NC_046676.1,9621082,+,LOC117135758,NC_046668.1,11570532,-,LOC6608943,NC_045950.1,9284867,-,LOC120446990,NC_053017.2,9406359,+,TppII,NT_033778.4,13152885,-
45052at7215,LOC6494480,NC_057929.1,11223872,-,LOC6735627,NC_052521.2,18964916,-,LOC6530561,NC_052528.2,14104627,+,LOC108008651,NW_023496807.1,1513919,+,LOC108159766,NC_046676.1,22399835,+,LOC117137254,NC_046668.1,20115296,-,LOC6615444,NC_045950.1,17831819,-,LOC120445578,NC_053017.2,11002072,+,tpr,NT_033778.4,21799330,-
45541at7215,LOC6496015,NC_057929.1,9866483,+,LOC6735296,NC_052521.2,16870008,-,LOC6530903,NC_052528.2,16284213,+,LOC108009884,NW_023496807.1,14582299,-,LOC108159571,NC_046676.1,16206963,+,LOC117136270,NC_046668.1,18002592,-,LOC6609982,NC_045950.1,15745502,-,LOC120445094,NC_053017.2,13140402,+,hrg,NT_033778.4,19663919,-
45655at7215,LOC6495116,NC_057929.1,3126677,-,LOC6735376,NC_052521.2,17517580,+,LOC6530812,NC_052528.2,15589652,-,LOC108008677,NW_023496807.1,11631501,-,LOC108160941,NC_046676.1,21023849,+,LOC117137526,NC_046668.1,18665692,+,LOC6610064,NC_045950.1,16398904,+,LOC120446673,NC_053017.2,12470146,-,Dmel\CG13870,NT_033778.4,20343845,+
4573at7215,LOC6494392,NC_057929.1,12263845,-,LOC6736155,NC_052521.2,22030927,-,LOC6532140,NC_052528.2,23473016,-,LOC108009839,NW_023496807.1,435857,+,LOC108158874,NC_046676.1,14143879,+,LOC117137041,NC_046668.1,23183218,-,LOC6618905,NC_045950.1,20871274,-,LOC120445155,NC_053017.2,22286434,-,Dmel\CG30427,NT_033778.4,24928747,-
4676at7215,LOC6494715,NC_057929.1,8042530,-,LOC6735870,NC_052521.2,20544878,-,LOC6531822,NC_052528.2,21933618,-,LOC108009629,NW_023496807.1,5597531,-,LOC108158533,NC_046676.1,23135387,+,LOC117138554,NC_046668.1,21706331,-,LOC6615707,NC_045950.1,19396960,-,LOC120446732,NC_053017.2,20767539,-,Mtmr6,NT_033778.4,23389009,-
46922at7215,LOC6495305,NC_057929.1,477234,-,LOC6735946,NC_052521.2,20984592,-,LOC6531904,NC_052528.2,22403241,-,LOC108009467,NW_023496807.1,13085749,+,LOC108159432,NC_046676.1,3622147,+,LOC117136786,NC_046668.1,22144102,-,LOC6615781,NC_045950.1,19834819,-,LOC120446847,NC_053017.2,21216850,-,Snap29,NT_033778.4,23843483,-
46985at7215,LOC6495711,NC_057929.1,5718653,+,LOC6734158,NC_052521.2,9741061,+,LOC6530108,NC_052528.2,11206709,-,LOC108008419,NW_023496807.1,8874019,-,LOC108158148,NC_046676.1,6174514,+,LOC117135793,NC_046668.1,10872466,+,LOC6608842,NC_045950.1,8584307,+,LOC120444768,NC_053017.2,10111151,-,FBgn 33734,NT_033778.4,12422931,+
47134at7215,LOC6495852,NC_057929.1,7357067,+,LOC6735724,NC_052521.2,19779226,-,LOC6531292,NC_052528.2,18663765,-,LOC108009547,NW_023496807.1,13606938,+,LOC108159422,NC_046676.1,8285570,+,LOC117135973,NC_046668.1,20946893,-,LOC6615554,NC_045950.1,18647215,-,LOC120445400,NC_053017.2,15512274,-,Dmel\CG17807,NT_033778.4,22634019,-
47158at7215,LOC6495049,NC_057929.1,4113004,-,LOC6735427,NC_052521.2,17834200,+,LOC6530759,NC_052528.2,15275519,-,LOC108010118,NW_023496807.1,7607226,-,LOC108158848,NC_046676.1,6751357,+,LOC117137635,NC_046668.1,18978390,+,LOC6610114,NC_045950.1,16705389,+,LOC120444418,NC_053017.2,12155483,-,Dmel\CG13437,NT_033778.4,20661585,+
47362at7215,LOC6496056,NC_057929.1,10443448,+,LOC6735029,NC_052521.2,15204720,-,LOC6531171,NC_052528.2,17951595,+,LOC108010262,NW_023496807.1,4476424,+,LOC108160905,NC_046676.1,9041870,+,LOC117137883,NC_046668.1,16341258,-,LOC6609715,NC_045950.1,14086420,-,LOC120444371,NC_053017.2,14809587,+,dpr13,NT_033778.4,17975122,-
47589at7215,LOC6496429,NC_057929.1,15755250,+,LOC6734754,NC_052521.2,13555208,+,LOC6531424,NC_052528.2,19462658,-,LOC108009709,NW_023496807.1,3948922,-,LOC108160121,NC_046676.1,11746321,+,LOC117135744,NC_046668.1,14687260,+,LOC6609429,NC_045950.1,12390797,+,LOC120444321,NC_053017.2,16315581,-,Nox,NT_033778.4,16307269,+
48453at7215,LOC6495357,NC_057929.1,440775,+,LOC6735938,NC_052521.2,20950619,+,LOC6531895,NC_052528.2,22368305,+,LOC108008312,NW_023496807.1,13128129,-,LOC108159680,NC_046676.1,3817554,-,LOC117136485,NC_046668.1,22110254,+,LOC6615773,NC_045950.1,19800981,+,LOC120444676,NC_053017.2,21182054,+,CG5543,NT_033778.4,23809236,+
49114at7215,LOC6495397,NC_057929.1,1009370,+,LOC6739382,NC_052521.2,8665154,+,LOC6530296,NC_052528.2,12308998,-,LOC108008666,NW_023496807.1,8294184,-,LOC108160775,NC_046676.1,14760883,-,LOC117135708,NC_046668.1,9801453,+,LOC6608653,NC_045950.1,7522132,+,LOC120445099,NC_053017.2,18728967,+,iotaTry,NT_033778.4,11356720,+
50382at7215,LOC6494590,NC_057929.1,9935591,-,LOC6735281,NC_052521.2,16803132,+,LOC6530919,NC_052528.2,16355361,-,LOC108009180,NW_023496807.1,14493053,+,LOC108159162,NC_046676.1,16275725,-,LOC117138083,NC_046668.1,17937092,+,LOC6609967,NC_045950.1,15679612,+,LOC120445380,NC_053017.2,13212479,-,TTLL6A,NT_033778.4,19593790,+
50507at7215,LOC6496253,NC_057929.1,13507496,+,LOC6734895,NC_052521.2,14630584,-,LOC6531657,NC_052528.2,20858989,+,LOC108009821,NW_023496807.1,698853,+,LOC108160237,NC_046676.1,19197574,+,LOC117137438,NC_046668.1,15781658,-,LOC6609584,NC_045950.1,13488660,-,LOC120445108,NC_053017.2,19704133,+,Camp,NT_033778.4,17405304,-
50630at7215,LOC6496079,NC_057929.1,10775240,+,LOC6734964,NC_052521.2,14903404,-,LOC6531236,NC_052528.2,18291164,+,LOC108008454,NW_023496807.1,4874526,+,LOC108159805,NC_046676.1,21386775,+,LOC117136286,NC_046668.1,16039591,-,LOC6609649,NC_045950.1,13786194,-,LOC120444452,NC_053017.2,15149128,+,P32,NT_033778.4,17671309,-
50700at7215,LOC6495131,NC_057929.1,2856851,-,LOC6735058,NC_052521.2,15368609,-,LOC6531139,NC_052528.2,17815515,+,LOC108006189,NW_023496807.1,4313115,+,LOC108158552,NC_046676.1,8755031,+,LOC117138353,NC_046668.1,16505814,-,LOC6609742,NC_045950.1,14255388,-,LOC120444352,NC_053017.2,14673017,+,Dmel\CG5742,NT_033778.4,18148096,-
50828at7215,LOC6495405,NC_057929.1,1092471,+,LOC6734006,NC_052521.2,8740822,+,LOC6530273,NC_052528.2,12225435,-,LOC108010284,NW_023496807.1,10269476,+,LOC108160658,NC_046676.1,11149689,-,LOC117137471,NC_046668.1,9877047,+,LOC6608676,NC_045950.1,7597597,+,LOC120446206,NC_053017.2,18809345,+,Prip,NT_033778.4,11436243,+
51570at7215,LOC6496324,NC_057929.1,14655830,+,LOC27208267,NC_052521.2,11513236,+,LOC6530356,NC_052528.2,12659798,+,LOC108010010,NW_023496807.1,9843981,-,LOC108158587,NC_046676.1,18704084,-,LOC117135475,NC_046668.1,12646591,+,LOC6609113,NC_045950.1,10336574,+,LOC120447131,NC_053017.2,18386962,-,Usp20-33,NT_033778.4,14239932,+
51782at7215,LOC6494487,NC_057929.1,11132215,-,LOC6735612,NC_052521.2,18865050,-,LOC6530573,NC_052528.2,14198994,+,LOC108010086,NW_023496807.1,1640367,+,LOC108160013,NC_046676.1,22495340,+,LOC117135797,NC_046668.1,20016853,-,LOC6615428,NC_045950.1,17727673,-,LOC120445963,NC_053017.2,11096646,+,CngB,NT_033778.4,21692691,-
51872at7215,LOC6495118,NC_057929.1,3002227,-,LOC6735380,NC_052521.2,17589228,+,LOC6530808,NC_052528.2,15461216,-,LOC108009696,NW_023496807.1,11476117,-,LOC108160840,NC_046676.1,21112122,+,LOC117137676,NC_046668.1,18736236,+,LOC6610067,NC_045950.1,16465838,+,LOC120446064,NC_053017.2,12341074,-,side-VIII,NT_033778.4,20424338,+
52481at7215,LOC6496448,NC_057929.1,16018844,+,LOC6736051,NC_052521.2,21527724,+,LOC6532033,NC_052528.2,22953463,+,LOC108010249,NW_023496807.1,5534642,-,LOC108160253,NC_046676.1,23830522,-,LOC117136252,NC_046668.1,22680017,+,LOC6618800,NC_045950.1,20369170,+,LOC120444744,NC_053017.2,21765382,+,PIG-Z,NT_033778.4,24411870,+
52618at7215,LOC6494141,NC_057929.1,15706350,-,LOC6734739,NC_052521.2,13508985,-,LOC6531442,NC_052528.2,19510226,+,LOC108009346,NW_023496807.1,4001723,+,LOC108157974,NC_046676.1,11695880,-,LOC117138517,NC_046668.1,14640277,-,LOC6609411,NC_045950.1,12343338,-,LOC120444315,NC_053017.2,16364262,+,fidipidine,NT_033778.4,16262284,-
52999at7215,LOC6495184,NC_057929.1,2089360,-,LOC6735248,NC_052521.2,16585249,+,LOC6530956,NC_052528.2,16575824,-,LOC108010305,NW_023496807.1,14231272,+,LOC108160856,NC_046676.1,7962537,-,LOC117137864,NC_046668.1,17720318,+,LOC6609926,NC_045950.1,15456683,+,LOC120446256,NC_053017.2,13433005,-,Dmel\CG10062,NT_033778.4,19375313,+
53141at7215,LOC6494380,NC_057929.1,12309488,-,LOC6736164,NC_052521.2,22073189,-,LOC6532152,NC_052528.2,23513784,-,LOC108008304,NW_023496807.1,397773,+,LOC108160404,NC_046676.1,14103026,+,LOC117137814,NC_046668.1,23250396,-,LOC6618916,NC_045950.1,20913311,-,LOC120445457,NC_053017.2,22328733,-,Phk-3,NT_033778.4,24970843,-
53204at7215,LOC6494796,NC_057929.1,7052398,-,LOC6735495,NC_052521.2,18317503,+,LOC6530690,NC_052528.2,14786326,-,LOC108008291,NW_023496807.1,7656557,-,LOC108160522,NC_046676.1,18405433,-,LOC117137115,NC_046668.1,19450148,+,LOC6615310,NC_045950.1,17181613,+,LOC120445042,NC_053017.2,11662126,-,Xbp1,NT_033778.4,21143545,+
53745at7215,LOC6495247,NC_057929.1,1029469,-,LOC6733995,NC_052521.2,8685841,-,LOC6530286,NC_052528.2,12286036,+,LOC108008781,NW_023496807.1,8267785,+,LOC108158273,NC_046676.1,15410823,-,LOC117136773,NC_046668.1,9821817,-,LOC6608663,NC_045950.1,7542936,-,LOC120446778,NC_053017.2,18750395,-,Tsp47F,NT_033778.4,11377193,-
